title,platform,datetime,critic_score,critic_score_text,url,comments,upvotes,img
Assassin's Creed Chronicles: China Review,"PS4, XONE",2015-04-20 21:17:00,6,Fair,https://www.gamespot.com/reviews/assassin-s-creed-chronicles-china-review/1900-6416109/,285,52,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2665417-acc_leapoffaith-nologo.jpg
"Slow Down, Bull Review",PC,2015-04-20 11:40:00,6,Fair,https://www.gamespot.com/reviews/slow-down-bull-review/1900-6416107/,9,2,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2849733-0005.jpg
The Charnel House Trilogy Review,PC,2015-04-20 10:50:00,5,Mediocre,https://www.gamespot.com/reviews/the-charnel-house-trilogy-review/1900-6416110/,29,6,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2810656-inhale%20screen%20%286%29.jpg
Grand Theft Auto 5 PS4/Xbox One/PC Review,"XONE, PC, PS4",2015-04-16 10:31:00,9,Superb,https://www.gamespot.com/reviews/grand-theft-auto-5-ps4-xbox-one-pc-review/1900-6415959/,1592,472,https://www.gamespot.com/a/uploads/screen_petite/917/9176928/2734449-0154550644-Video.jpg
We Are Doomed Review,PS4,2015-04-14 18:36:00,5,Mediocre,https://www.gamespot.com/reviews/we-are-doomed-review/1900-6416100/,21,2,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2846886-doomed0005.jpg
Worlds of Magic Review,PC,2015-04-14 14:42:00,2,Terrible,https://www.gamespot.com/reviews/worlds-of-magic-review/1900-6416080/,142,21,https://www.gamespot.com/a/uploads/screen_petite/mig/7/7/3/3/2037733-703700_20130429_020.jpg
Titan Souls Review,PC,2015-04-12 22:18:00,7,Good,https://www.gamespot.com/reviews/titan-souls-review/1900-6416098/,55,29,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2845759-bloodborne%20-%20mp%20-%20bloodborne%20-%202015-04-07%2021-49-2223.jpg
Slender: The Arrival Review,"PS4, XONE",2015-04-10 22:19:00,7,Good,https://www.gamespot.com/reviews/slender-the-arrival-review/1900-6416097/,39,128,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2349928-field.jpg
Infinite Crisis Review,PC,2015-04-10 12:04:00,6,Fair,https://www.gamespot.com/reviews/infinite-crisis-review/1900-6416096/,27,16,https://www.gamespot.com/a/uploads/screen_petite/225/2256286/2844518-0001.jpg
Paperbound Review,PS4,2015-04-09 16:49:00,7,Good,https://www.gamespot.com/reviews/paperbound-review/1900-6416095/,5,6,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/2658247-eye%20grenade%202.jpg
Bastion Review,PS4,2015-04-08 16:53:00,8,Great,https://www.gamespot.com/reviews/bastion-review/1900-6416093/,82,37,https://www.gamespot.com/a/uploads/screen_petite/gamespot/images/2011/151/1721062-605803_20110601_001.jpg
Dark Souls II: Scholar of the First Sin Review,"PS4, XONE, PC",2015-04-08 12:50:00,9,Superb,https://www.gamespot.com/reviews/dark-souls-ii-scholar-of-the-first-sin-review/1900-6416092/,408,147,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2744240-dsiisotfs_004.jpg
Pillars of Eternity Review,PC,2015-04-06 18:01:00,8,Great,https://www.gamespot.com/reviews/pillars-of-eternity-review/1900-6416091/,1398,173,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2606322-pe-screenshot-004-1920x1080.jpg
MLB 15: The Show Review,PS4,2015-04-06 17:57:00,8,Great,https://www.gamespot.com/reviews/mlb-15-the-show-review/1900-6416090/,138,47,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2828198-petco.jpg
Etrian Mystery Dungeon Review,3DS,2015-04-06 11:08:00,7,Good,https://www.gamespot.com/reviews/etrian-mystery-dungeon-review/1900-6416089/,19,14,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2818277-vlcsnap-2015-01-28-16h40m13s100.jpg
Dyscourse Review,PC,2015-04-03 15:19:00,7,Good,https://www.gamespot.com/reviews/dyscourse-review/1900-6416088/,21,4,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2840755-dyscourse.jpg
Three Fourths Home: Extended Edition Review,PC,2015-04-03 14:42:00,8,Great,https://www.gamespot.com/reviews/three-fourths-home-extended-edition-review/1900-6416087/,76,51,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2840727-three%20fourths%20home%20extended%20edi%202015-04-03%2010-30-46-16.jpg
Sunless Sea Review,PC,2015-04-03 11:43:00,6,Fair,https://www.gamespot.com/reviews/sunless-sea-review/1900-6416086/,69,28,https://www.gamespot.com/a/uploads/screen_petite/225/2256286/2840346-sunless%20sea%200004.jpg
Sid Meier's Starships Review,PC,2015-03-30 17:35:00,4,Poor,https://www.gamespot.com/reviews/sid-meier-s-starships-review/1900-6416082/,95,31,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2784415-screenshot_combat_harmonyshot_2.jpg
Dreamfall Chapters Book Two: Rebels Review,PC,2015-03-30 13:12:00,7,Good,https://www.gamespot.com/reviews/dreamfall-chapters-book-two-rebels-review/1900-6416084/,20,16,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2837572-2015-03-21_00027.jpg
Story of Seasons Review,3DS,2015-03-30 09:47:00,7,Good,https://www.gamespot.com/reviews/story-of-seasons-review/1900-6416085/,27,43,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2837860-story.jpg
Resogun Defenders Review,PS4,2015-03-27 16:55:00,7,Good,https://www.gamespot.com/reviews/resogun-defenders-review/1900-6416061/,31,10,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/2828140-2544319791-resog.jpg
Dragon Age: Inquisition - Jaws of Hakkon Review,PC,2015-03-27 13:56:00,7,Good,https://www.gamespot.com/reviews/dragon-age-inquisition-jaws-of-hakkon-review/1900-6416081/,104,62,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2836713-embargo%203.24%20at%209am%20pst%20dense%20forest%20-%20dai%20jaws%20of%20hakkon.jpg
"Life is Strange, Episode Two Review",PS4,2015-03-26 15:25:00,7,Good,https://www.gamespot.com/reviews/life-is-strange-episode-two-review/1900-6416079/,43,34,https://www.gamespot.com/a/uploads/screen_petite/1547/15470456/2836167-life_is_strange_ep2_diner.jpg
Xenoblade Chronicles 3D Review,3DS,2015-03-25 04:30:00,8,Great,https://www.gamespot.com/reviews/xenoblade-chronicles-3d-review/1900-6416075/,473,23,https://www.gamespot.com/a/uploads/screen_petite/917/9176928/2835400-8482747150-Xenob.jpg
Game of Thrones: Episode Three – The Sword in the Darkness Review,PC,2015-03-24 13:00:00,8,Great,https://www.gamespot.com/reviews/game-of-thrones-episode-three-the-sword-in-the-dar/1900-6416076/,37,12,https://www.gamespot.com/a/uploads/screen_petite/1547/15470456/2834222-screen%20shot%202015-03-19%20at%204.07.58%20pm.jpg
Borderlands: The Handsome Collection Review,PS4,2015-03-24 10:13:00,8,Great,https://www.gamespot.com/reviews/borderlands-the-handsome-collection-review/1900-6416077/,98,71,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2787287-2k_bthc_announce%20screen_bl2%20gang.jpg
Bloodborne Review,PS4,2015-03-23 19:49:00,9,Superb,https://www.gamespot.com/reviews/bloodborne-review/1900-6416078/,6843,174,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2751375-mob03_1407930907_1417688888.jpg
Borderlands: The Pre-Sequel - Claptastic Voyage Review,PC,2015-03-19 22:49:00,6,Fair,https://www.gamespot.com/reviews/borderlands-the-pre-sequel-claptastic-voyage-revie/1900-6416074/,45,5,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2832724-0007.jpg
Woolfe - The Red Hood Diaries Review,PC,2015-03-19 16:23:00,4,Poor,https://www.gamespot.com/reviews/woolfe-the-red-hood-diaries-review/1900-6416073/,80,13,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/2621036-screenshots-lobby2.jpg
Frozen Cortex Review,PC,2015-03-19 11:26:00,7,Good,https://www.gamespot.com/reviews/frozen-cortex-review/1900-6416072/,12,6,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2832409-frozen.jpg
Robot Roller-Derby Disco Dodgeball Review,PC,2015-03-19 11:25:00,6,Fair,https://www.gamespot.com/reviews/robot-roller-derby-disco-dodgeball-review/1900-6416070/,10,6,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2831362-0003.jpg
Bladestorm: Nightmare Review,PS4,2015-03-19 10:18:00,5,Mediocre,https://www.gamespot.com/reviews/bladestorm-nightmare-review/1900-6416071/,36,25,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2737017-bsn_1030%20%283%29.jpg
Final Fantasy Type-0 HD Review,PS4,2015-03-17 17:46:00,8,Great,https://www.gamespot.com/reviews/final-fantasy-type-0-hd-review/1900-6416065/,509,147,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2562452-fftype0_01.jpg
LA Cops Review,XONE,2015-03-17 16:32:00,3,Bad,https://www.gamespot.com/reviews/la-cops-review/1900-6416069/,50,5,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2831314-la1.jpg
Resident Evil: Revelations 2 - Episode Four Review,XONE,2015-03-17 00:01:00,7,Good,https://www.gamespot.com/reviews/resident-evil-revelations-2-episode-four-review/1900-6416068/,72,27,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/2830685-vlcsnap-00002.jpg
Battlefield: Hardline Review,XONE,2015-03-16 19:27:00,7,Good,https://www.gamespot.com/reviews/battlefield-hardline-review/1900-6416066/,879,185,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/2555467-battlefield%20hardline%204%20wm.jpg
Tales from the Borderlands: Episode Two — Atlas Mugged Review,PC,2015-03-16 16:43:00,8,Great,https://www.gamespot.com/reviews/tales-from-the-borderlands-episode-two-atlas-mugge/1900-6416067/,20,20,https://www.gamespot.com/a/uploads/screen_petite/1547/15470456/2830449-rhys%20jack%20fiona%201920x1080.jpg
Mario Party 10 Review,WIIU,2015-03-16 05:06:00,6,Fair,https://www.gamespot.com/reviews/mario-party-10-review/1900-6416064/,411,33,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2830097-marioparty10review_upt2015_20150313nologo.jpg
White Night Review,XONE,2015-03-13 14:29:00,6,Fair,https://www.gamespot.com/reviews/white-night-review/1900-6416063/,39,19,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/2556443-white-night-screenshot3-20140512.jpg
Trash TV Review,PC,2015-03-12 16:25:00,6,Fair,https://www.gamespot.com/reviews/trash-tv-review/1900-6416059/,16,0,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2827106-0003.jpg
Deathtrap Review,PC,2015-03-12 10:33:00,7,Good,https://www.gamespot.com/reviews/deathtrap-review/1900-6416022/,23,9,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/2688772-deathtrap_earlyaccess_03.jpg
Code Name S.T.E.A.M Review,3DS,2015-03-11 09:30:00,4,Poor,https://www.gamespot.com/reviews/code-name-s-t-e-a-m-review/1900-6416060/,475,26,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2827421-2793656-feature_codenamesteammultiplayer_gs.jpg
Shelter 2 Review,PC,2015-03-10 10:36:00,6,Fair,https://www.gamespot.com/reviews/shelter-2-review/1900-6416055/,27,89,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2492238-art_illustration5.png
Hotline Miami 2: Wrong Number Review,PC,2015-03-10 07:12:00,9,Superb,https://www.gamespot.com/reviews/hotline-miami-2-wrong-number-review/1900-6416049/,199,88,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2826837-hotlinemiami2_upt2015_20150310.jpg
Resident Evil: Revelations 2 - Episode Three Review,XONE,2015-03-09 23:12:00,8,Great,https://www.gamespot.com/reviews/resident-evil-revelations-2-episode-three-review/1900-6416057/,51,10,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/2826768-vlcsnap-00002.jpg
Homeworld Remastered Collection Review,PC,2015-03-09 18:35:00,8,Great,https://www.gamespot.com/reviews/homeworld-remastered-collection-review/1900-6416056/,65,76,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2789598-hw1_remastered_07.jpg
Ori and the Blind Forest Review,XONE,2015-03-09 18:01:00,9,Superb,https://www.gamespot.com/reviews/ori-and-the-blind-forest-review/1900-6416053/,1054,218,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2626010-ginso-tree7.jpg
There Came An Echo Review,PC,2015-03-09 16:45:00,4,Poor,https://www.gamespot.com/reviews/there-came-an-echo-review/1900-6416052/,41,3,https://www.gamespot.com/a/uploads/screen_petite/1536/15366587/2826022-ss_bd9509f731e22abc7f59014979949dd5803ecf11.jpg
Dragon Ball: Xenoverse Review,PS4,2015-03-09 15:49:00,6,Fair,https://www.gamespot.com/reviews/dragon-ball-xenoverse-review/1900-6416054/,312,174,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2787046-dbzx_001.jpg
Helldivers Review,PS4,2015-03-09 15:23:00,8,Great,https://www.gamespot.com/reviews/helldivers-review/1900-6416044/,233,49,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2820683-hd_announce1.jpg
OlliOlli2 Review,"PS4, VITA",2015-03-09 11:45:00,8,Great,https://www.gamespot.com/reviews/olliolli2-review/1900-6416050/,45,3,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2667483-aztec%20screenshot.jpg
DmC: Devil May Cry Definitive Edition Review,"PS4, XONE",2015-03-09 11:23:00,9,Superb,https://www.gamespot.com/reviews/dmc-devil-may-cry-definitive-edition-review/1900-6416051/,355,119,https://www.gamespot.com/a/uploads/screen_petite/917/9176928/2826241-9385311091-DMCde.jpg
Lords of the Fallen - Ancient Labyrinth Review,"PC, PS4, XONE",2015-03-05 18:27:00,3,Bad,https://www.gamespot.com/reviews/lords-of-the-fallen-ancient-labyrinth-review/1900-6416047/,310,18,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/2815055-lords%20of%20the%20fallen%20--%20ancient%20labyrinth%203.jpg
Mario vs. Donkey Kong: Tipping Stars Review,"WIIU, 3DS",2015-03-05 18:24:00,5,Mediocre,https://www.gamespot.com/reviews/mario-vs-donkey-kong-tipping-stars-review/1900-6416048/,132,22,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/2558761-wiiu_mariovsdk_scrn01_e3.jpg
Q*Bert Rebooted Review,PS4,2015-03-04 12:36:00,3,Bad,https://www.gamespot.com/reviews/q-bert-rebooted-review/1900-6416046/,127,9,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2823047-qbert_rebooted_artwork_4.jpg
Oreshika: Tainted Bloodlines Review,VITA,2015-03-03 18:34:00,8,Great,https://www.gamespot.com/reviews/oreshika-tainted-bloodlines-review/1900-6416045/,71,74,https://www.gamespot.com/a/uploads/screen_petite/225/2256286/2822618-oreshika6.png
Screamride Review,XONE,2015-03-03 17:24:00,7,Good,https://www.gamespot.com/reviews/screamride-review/1900-6416042/,80,12,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2820682-its40.jpg
Resident Evil: Revelations 2 - Episode Two Review,XONE,2015-03-03 05:10:00,6,Fair,https://www.gamespot.com/reviews/resident-evil-revelations-2-episode-two-review/1900-6416043/,318,2,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/2820607-vlcsnap-00001.jpg
Oblitus Review,PC,2015-02-27 14:34:00,8,Great,https://www.gamespot.com/reviews/oblitus-review/1900-6416040/,16,2,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2818346-screenshot3.jpg
Republique Review,PC,2015-02-27 11:52:00,8,Great,https://www.gamespot.com/reviews/republique-review/1900-6416041/,26,31,https://www.gamespot.com/a/uploads/screen_petite/mig/1/9/9/7/1921997-667284_20120412_003.jpg
Hand of Fate Review,XONE,2015-02-26 16:00:00,7,Good,https://www.gamespot.com/reviews/hand-of-fate-review/1900-6416038/,20,33,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2809559-hof_screen_encounters.jpg
Sleeping Dogs: Definitive Edition Review,PC,2015-02-26 07:54:00,8,Great,https://www.gamespot.com/reviews/sleeping-dogs-definitive-edition-review/1900-6415915/,144,142,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2620447-sdde---screen---world.jpg
Resident Evil: Revelations 2 - Episode One Review,XONE,2015-02-24 07:52:00,7,Good,https://www.gamespot.com/reviews/resident-evil-revelations-2-episode-one-review/1900-6416037/,313,52,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/2814720-5490095630-27473.jpg
Aaru's Awakening Review,PC,2015-02-23 17:08:00,4,Poor,https://www.gamespot.com/reviews/aaru-s-awakening-review/1900-6416036/,20,11,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2810338-hl2%20-%20hl2%20-%202015-02-12%2012-05-0904.jpg
Grow Home Review,PC,2015-02-19 13:57:00,8,Great,https://www.gamespot.com/reviews/grow-home-review/1900-6416034/,88,34,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2799353-growhome_launch_07_1422985024.jpg
The Order: 1886 Review,PS4,2015-02-19 06:09:00,5,Mediocre,https://www.gamespot.com/reviews/the-order-1886-review/1900-6416033/,7382,332,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2809111-to1886_gamescom_02_1407774794.jpg
The Legend of Candlewind: Nights & Candles Review,PC,2015-02-18 15:24:00,2,Terrible,https://www.gamespot.com/reviews/the-legend-of-candlewind-nights-candles-review/1900-6416035/,40,30,https://www.gamespot.com/a/uploads/screen_petite/mig/1/1/9/9/2031199-706929_20130308_003.jpg
Kirby and the Rainbow Curse Review,WIIU,2015-02-18 09:14:00,5,Mediocre,https://www.gamespot.com/reviews/kirby-and-the-rainbow-curse-review/1900-6416031/,878,11,https://www.gamespot.com/a/uploads/screen_petite/1547/15470456/2808161-1913579475.jpg
Heroes of Might & Magic III - HD Edition Review,PC,2015-02-17 18:08:00,6,Fair,https://www.gamespot.com/reviews/heroes-of-might-magic-iii-hd-edition-review/1900-6416032/,27,58,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2809605-heroes3.jpg
Criminal Girls: Invite Only Review,VITA,2015-02-13 15:42:00,4,Poor,https://www.gamespot.com/reviews/criminal-girls-invite-only-review/1900-6416030/,194,31,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2783511-motivation%2017.jpg
Evolve Review,"PS4, XONE, PC",2015-02-12 23:26:00,8,Great,https://www.gamespot.com/reviews/evolve-review/1900-6416026/,1262,40,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2781080-behemothteaser2.jpg
Total War: Attila Review,PC,2015-02-12 07:49:00,7,Good,https://www.gamespot.com/reviews/total-war-attila-review/1900-6416029/,226,24,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2667542-twa_battle_onagers_1410262957.jpg
Ultra Street Fighter IV Review,X360,2015-02-10 17:47:00,8,Great,https://www.gamespot.com/reviews/ultra-street-fighter-iv-review/1900-6415780/,139,16,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2548657-usfiv_review_screens_-_10.jpg
The Escapists Review,"PC, XONE",2015-02-10 17:46:00,8,Great,https://www.gamespot.com/reviews/the-escapists-review/1900-6416028/,43,357,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2626102-the-escapists-2.jpg
Monster Hunter 4 Ultimate Review,3DS,2015-02-10 02:08:00,9,Superb,https://www.gamespot.com/reviews/monster-hunter-4-ultimate-review/1900-6416021/,324,130,https://www.gamespot.com/a/uploads/screen_petite/917/9176928/2802333-3761224065-Monst.jpg
Raven's Cry Review,PC,2015-02-09 17:33:00,1,Abysmal,https://www.gamespot.com/reviews/raven-s-cry-review/1900-6416027/,770,118,https://www.gamespot.com/a/uploads/screen_petite/mig/6/2/5/8/1996258-669471_20120822_005.jpg
#IDARB Review,XONE,2015-02-06 18:28:00,8,Great,https://www.gamespot.com/reviews/idarb-review/1900-6416024/,36,4,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/2556364-idarb-other-ocean-one-screenshot-03.jpg
Elite: Dangerous Review,PC,2015-02-06 18:26:00,7,Good,https://www.gamespot.com/reviews/elite-dangerous-review/1900-6416023/,111,58,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2759600-voyage.jpg
Apotheon Review,PC,2015-02-06 16:54:00,8,Great,https://www.gamespot.com/reviews/apotheon-review/1900-6416025/,36,33,https://www.gamespot.com/a/uploads/screen_petite/mig/4/9/9/8/2014998-663362_20121018_003.jpg
Never Alone Review,PC,2015-02-05 11:25:00,4,Poor,https://www.gamespot.com/reviews/never-alone-review/1900-6415968/,95,54,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2570225-nuna_fox_aurora.jpg
GRID Autosport Review,PC,2015-02-04 14:48:00,6,Fair,https://www.gamespot.com/reviews/grid-autosport-review/1900-6415799/,122,23,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2514715-sepang_05_1397750841.jpg
The Legend of Zelda: Majora's Mask 3D Review,3DS,2015-02-03 18:52:00,9,Superb,https://www.gamespot.com/reviews/the-legend-of-zelda-majora-s-mask-3d-review/1900-6416013/,423,24,https://www.gamespot.com/a/uploads/screen_petite/1547/15470456/2793100-tumblr_static_64kmooypspkwc4ksk8k84owss_1280_v2.jpg
The Legend of Zelda: Twilight Princess Review,WII,2015-02-03 14:06:00,8.8,Great,https://www.gamespot.com/reviews/the-legend-of-zelda-twilight-princess-review/1900-6161993/,25,19,https://www.gamespot.com/a/bundles/phoenixsite/images/core/loose/img_broken.png
Game of Thrones: Episode Two - The Lost Lords Review,PC,2015-02-02 17:45:00,8,Great,https://www.gamespot.com/reviews/game-of-thrones-episode-two-the-lost-lords-review/1900-6416020/,96,6,https://www.gamespot.com/a/uploads/screen_petite/1547/15470456/2797137-jonshow.jpg
Citizens of Earth Review,"PS4, VITA",2015-02-02 13:30:00,7,Good,https://www.gamespot.com/reviews/citizens-of-earth-review/1900-6416019/,9,18,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/2773673-coe_screenshots%20%2861%29.jpg
Grey Goo Review,PC,2015-02-02 09:52:00,8,Great,https://www.gamespot.com/reviews/grey-goo-review/1900-6416017/,34,25,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/2794082-0004.jpg
Dying Light Review,"XONE, PS4",2015-01-31 00:02:00,7,Good,https://www.gamespot.com/reviews/dying-light-review/1900-6416018/,1362,279,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2674844-dyinglight_bethezombie_01.jpg
Nosgoth Review,PC,2015-01-29 20:58:00,6,Fair,https://www.gamespot.com/reviews/nosgoth-review/1900-6416016/,80,9,https://www.gamespot.com/a/uploads/screen_petite/225/2256286/2793559-0001.jpg
"Life is Strange, Episode One Review","PC, PS4, XONE",2015-01-29 14:39:00,7,Good,https://www.gamespot.com/reviews/life-is-strange-episode-one-review/1900-6416015/,140,80,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2622065-life_is_strange_maxandchloe_car.jpg
The Marvellous Miss Take Review,PC,2015-01-28 18:02:00,6,Fair,https://www.gamespot.com/reviews/the-marvellous-miss-take-review/1900-6416012/,0,4,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2792134-0005.jpg
Gravity Ghost Review,PC,2015-01-28 16:15:00,8,Great,https://www.gamespot.com/reviews/gravity-ghost-review/1900-6416014/,21,0,https://www.gamespot.com/a/uploads/screen_petite/225/2256286/2792427-0006.jpg
The Legend of Zelda: Majora's Mask Review,N64,2015-01-28 15:09:00,8.3,Great,https://www.gamespot.com/reviews/the-legend-of-zelda-majoras-mask-review/1900-2644956/,29,9,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Grim Fandango Remastered Review,PS4,2015-01-27 13:06:00,8,Great,https://www.gamespot.com/reviews/grim-fandango-remastered-review/1900-6416008/,177,26,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2788049-hl2%20-%20hl2%20-%202015-01-20%2002-48-3420.jpg
Switch Galaxy Ultra Review,"PS4, VITA",2015-01-26 16:07:00,6,Fair,https://www.gamespot.com/reviews/switch-galaxy-ultra-review/1900-6416011/,3,13,https://www.gamespot.com/a/uploads/screen_petite/mig/2/0/0/1/2052001-728621_20130822_016.jpg
Call of Duty Review,NGE,2015-01-26 15:17:00,8,Great,https://www.gamespot.com/reviews/call-of-duty-review/1900-6094021/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Blackguards 2 Review,PC,2015-01-22 16:19:00,8,Great,https://www.gamespot.com/reviews/blackguards-2-review/1900-6416009/,44,27,https://www.gamespot.com/a/uploads/screen_petite/280/2802776/2625580-blackguards_2_screenshot_2_low_res.jpg
Resident Evil HD Remastered Review,PS4,2015-01-20 18:54:00,7,Good,https://www.gamespot.com/reviews/resident-evil-hd-remastered-review/1900-6416006/,1100,147,https://www.gamespot.com/a/uploads/screen_petite/917/9176928/2784446-8473162041-resid.jpg
Saints Row IV: Gat out of Hell Review,"PS4, XONE",2015-01-20 14:26:00,7,Good,https://www.gamespot.com/reviews/saints-row-iv-gat-out-of-hell-review/1900-6416007/,42,22,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/2640084-legionnaire.jpg
Kingdom Hearts 2.5 HD 2.5 ReMIX Review,PS3,2015-01-15 18:03:00,7,Good,https://www.gamespot.com/reviews/kingdom-hearts-2-5-hd-2-5-remix-review/1900-6416005/,112,40,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2424547-11468876856_39164fe441_o.jpg
Assassin's Creed Unity: Dead Kings Review,"PS4, XONE",2015-01-14 17:12:00,5,Mediocre,https://www.gamespot.com/reviews/assassin-s-creed-unity-dead-kings-review/1900-6416004/,93,10,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/2772798-07_acu_dk_screenshot_lantern_mystery_final_1420537487.jpg
Lost Constellation Review,PC,2015-01-07 10:14:00,8,Great,https://www.gamespot.com/reviews/lost-constellation-review/1900-6416003/,46,18,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2775643-lost%20constellation%202014-12-27%2021-59-35-05.jpg
Persona Q: Shadow of the Labyrinth Review,3DS,2015-01-06 14:41:00,8,Great,https://www.gamespot.com/reviews/persona-q-shadow-of-the-labyrinth-review/1900-6416001/,41,10,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2645119-p3h_action.jpg
Kalimba Review,XONE,2015-01-06 14:33:00,7,Good,https://www.gamespot.com/reviews/kalimba-review/1900-6416002/,27,2,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2773745-0006.jpg
F1 2013 Review,PC,2015-01-06 13:26:00,8,Great,https://www.gamespot.com/reviews/f1-2013-review/1900-6415091/,188,17,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2304978-f1_2013_002_wip.jpg
Scrolls Review,PC,2015-01-05 12:33:00,7,Good,https://www.gamespot.com/reviews/scrolls-review/1900-6416000/,52,1,https://www.gamespot.com/a/uploads/screen_petite/416/4161502/2770580-wallpaper_art.jpg
World of Warcraft: Warlords of Draenor Review,PC,2014-12-24 10:45:00,8,Great,https://www.gamespot.com/reviews/world-of-warcraft-warlords-of-draenor/1900-6415997/,106,14,https://www.gamespot.com/a/uploads/screen_petite/225/2256286/2765178-0001.jpg
Sunset Overdrive and the Mystery of the Mooil Rig! Review,XONE,2014-12-23 21:19:00,8,Great,https://www.gamespot.com/reviews/sunset-overdrive-and-the-mystery-of-the-mooil-rig-/1900-6415999/,29,6,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/2622800-sunset-overdrive-cinematic-horror-night-od.jpg
Loadout Review,PS4,2014-12-23 19:57:00,7,Good,https://www.gamespot.com/reviews/loadout-review/1900-6415998/,11,8,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/2445968-trailerpark_ctf.jpg
