,title,platform,datetime,critic_score,critic_score_text,url,comments,upvotes,img
2560,WRC 3 Review,PC,"Friday, Oct 12, 2012 2:11am",6,Fair,https://www.gamespot.com/reviews/wrc-3-review/1900-6397970/,0,12,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2561,Forza Horizon Review,X360,"Friday, Oct 12, 2012 12:00am",8.5,Great,https://www.gamespot.com/reviews/forza-horizon-review/1900-6398110/,141,7,https://www.gamespot.com/a/uploads/screen_petite/mig/2/2/4/7/2122247-169_forza_horizon_video_review_x360_101112_vr.jpg
2562,Fable: The Journey Review,X360,"Wednesday, Oct 10, 2012 7:29pm",8,Great,https://www.gamespot.com/reviews/fable-the-journey-review/1900-6398035/,0,6,https://www.gamespot.com/a/uploads/screen_petite/mig/2/1/8/9/2122189-169_fable_the_journey_video_review_x360_101012_gs1.jpg
2563,Dragon Ball Z for Kinect Review,X360,"Tuesday, Oct 9, 2012 2:08am",4.5,Poor,https://www.gamespot.com/reviews/dragon-ball-z-for-kinect-review/1900-6397896/,0,8,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2564,XCOM: Enemy Unknown Review,PS3,"Monday, Oct 8, 2012 7:34pm",8.5,Great,https://www.gamespot.com/reviews/xcom-enemy-unknown-review/1900-6397898/,21,13,https://www.gamespot.com/a/uploads/screen_petite/mig/2/1/1/1/2122111-169_xcom_enemy_unknown_vr_10082012.jpg
2565,XCOM: Enemy Unknown Review,X360,"Monday, Oct 8, 2012 7:34pm",8.5,Great,https://www.gamespot.com/reviews/xcom-enemy-unknown-review/1900-6397892/,1,4,https://www.gamespot.com/a/uploads/screen_petite/mig/2/1/1/1/2122111-169_xcom_enemy_unknown_vr_10082012.jpg
2566,XCOM: Enemy Unknown Review,PC,"Monday, Oct 8, 2012 7:33pm",8.5,Great,https://www.gamespot.com/reviews/xcom-enemy-unknown-review/1900-6397891/,1,9,https://www.gamespot.com/a/uploads/screen_petite/mig/2/1/1/1/2122111-169_xcom_enemy_unknown_vr_10082012.jpg
2567,War of the Roses Review,PC,"Friday, Oct 5, 2012 3:38pm",7.5,Good,https://www.gamespot.com/reviews/war-of-the-roses-review/1900-6397756/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2568,NBA Baller Beats Review,X360,"Friday, Oct 5, 2012 2:12pm",7,Good,https://www.gamespot.com/reviews/nba-baller-beats-review/1900-6397717/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2569,FIFA Soccer 13 Review,VITA,"Friday, Oct 5, 2012 2:10am",5.5,Mediocre,https://www.gamespot.com/reviews/fifa-soccer-13-review/1900-6397696/,0,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2570,Nights Into Dreams HD Review,X360,"Thursday, Oct 4, 2012 4:49pm",7,Good,https://www.gamespot.com/reviews/nights-into-dreams-hd-review/1900-6397704/,0,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2571,Realms of Ancient War Review,X360,"Wednesday, Oct 3, 2012 5:49pm",5,Mediocre,https://www.gamespot.com/reviews/realms-of-ancient-war-review/1900-6397645/,3,0,https://www.gamespot.com/a/uploads/screen_petite/mig/1/9/5/7/2121957-169_realm_ancient_war_video_review_xbox360_100312_gs1.jpg
2572,Pokemon Black Version 2 Review,DS,"Wednesday, Oct 3, 2012 3:44am",6.5,Fair,https://www.gamespot.com/reviews/pokemon-black-version-2-review/1900-6397588/,0,7,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2573,Pokemon White Version 2 Review,DS,"Wednesday, Oct 3, 2012 3:33am",6.5,Fair,https://www.gamespot.com/reviews/pokemon-white-version-2-review/1900-6397356/,0,7,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2574,One Piece: Pirate Warriors Review,PS3,"Tuesday, Oct 2, 2012 7:02pm",4,Poor,https://www.gamespot.com/reviews/one-piece-pirate-warriors-review/1900-6397581/,115,6,https://www.gamespot.com/a/uploads/screen_petite/mig/1/9/2/7/2121927-169_onepiece_piratewarriors_video_review_ps3_100212_v1.jpg
2575,Hero Academy Review,PC,"Monday, Oct 1, 2012 6:38pm",8.5,Great,https://www.gamespot.com/reviews/hero-academy-review/1900-6397489/,9,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2576,The Testament of Sherlock Holmes Review,PC,"Thursday, Sep 27, 2012 7:11pm",8,Great,https://www.gamespot.com/reviews/the-testament-of-sherlock-holmes-review/1900-6397329/,86,16,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2577,Tryst Review,PC,"Thursday, Sep 27, 2012 5:28pm",4.5,Poor,https://www.gamespot.com/reviews/tryst-review/1900-6397324/,22,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2578,Damage Inc. Review,X360,"Thursday, Sep 27, 2012 4:55pm",3,Bad,https://www.gamespot.com/reviews/damage-inc-review/1900-6397183/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2579,FIFA Soccer 13 Review,X360,"Thursday, Sep 27, 2012 11:59am",8,Great,https://www.gamespot.com/reviews/fifa-soccer-13-review/1900-6397255/,0,5,https://www.gamespot.com/a/uploads/screen_petite/mig/1/7/9/3/2121793-gsm_169_fifa13_videoreview_v2_092712_320.jpg
2580,FIFA Soccer 13 Review,PS3,"Thursday, Sep 27, 2012 11:59am",8,Great,https://www.gamespot.com/reviews/fifa-soccer-13-review/1900-6397307/,26,3,https://www.gamespot.com/a/uploads/screen_petite/mig/1/7/9/3/2121793-gsm_169_fifa13_videoreview_v2_092712_320.jpg
2581,Hell Yeah: Wrath of the Dead Rabbit Review,X360,"Tuesday, Sep 25, 2012 5:48pm",4,Poor,https://www.gamespot.com/reviews/hell-yeah-wrath-of-the-dead-rabbit-review/1900-6397186/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2582,Hell Yeah: Wrath of the Dead Rabbit Review,PS3,"Tuesday, Sep 25, 2012 3:31pm",4,Poor,https://www.gamespot.com/reviews/hell-yeah-wrath-of-the-dead-rabbit/1900-6397146/,24,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2583,Dead or Alive 5 Review,X360,"Tuesday, Sep 25, 2012 4:27am",7.5,Good,https://www.gamespot.com/reviews/dead-or-alive-5-review/1900-6397081/,0,1,https://www.gamespot.com/a/uploads/screen_petite/mig/1/6/8/7/2121687-169_dead_or_alive_5_review_mul_092412.jpg
2584,Dead or Alive 5 Review,PS3,"Tuesday, Sep 25, 2012 4:23am",7.5,Good,https://www.gamespot.com/reviews/dead-or-alive-5-review/1900-6397078/,26,4,https://www.gamespot.com/a/uploads/screen_petite/mig/1/6/8/7/2121687-169_dead_or_alive_5_review_mul_092412.jpg
2585,Torchlight II Review,PC,"Monday, Sep 24, 2012 9:02pm",8.5,Great,https://www.gamespot.com/reviews/torchlight-ii-review/1900-6397080/,230,11,https://www.gamespot.com/a/uploads/screen_petite/mig/1/6/8/8/2121688-169_torchlight_2_video_review_pc_092412_gs1.jpg
2586,Transcripted Review,PC,"Monday, Sep 24, 2012 12:38pm",8,Great,https://www.gamespot.com/reviews/transcripted-review/1900-6397009/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2587,F1 2012 Review,X360,"Friday, Sep 21, 2012 8:22am",8.5,Great,https://www.gamespot.com/reviews/f1-2012-review/1900-6396796/,15,0,https://www.gamespot.com/a/uploads/screen_petite/mig/1/5/5/4/2121554-169_videoreview_f12012.jpg
2588,F1 2012 Review,PC,"Thursday, Sep 20, 2012 6:20pm",8.5,Great,https://www.gamespot.com/reviews/f1-2012-review/1900-6396797/,12,11,https://www.gamespot.com/a/uploads/screen_petite/mig/1/5/5/4/2121554-169_videoreview_f12012.jpg
2589,Shad'O Review,PC,"Thursday, Sep 20, 2012 6:06pm",7,Good,https://www.gamespot.com/reviews/shado-review/1900-6396908/,5,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2590,Pro Evolution Soccer 2013 Review,X360,"Thursday, Sep 20, 2012 10:55am",8,Great,https://www.gamespot.com/reviews/pro-evolution-soccer-2013-review/1900-6396788/,51,8,https://www.gamespot.com/a/uploads/screen_petite/mig/1/5/7/1/2121571-169_pes2013_videoreview_092012.jpg
2591,Closure Review,PC,"Tuesday, Sep 18, 2012 5:50pm",8,Great,https://www.gamespot.com/reviews/closure-review/1900-6396636/,4,0,https://www.gamespot.com/a/uploads/screen_petite/mig/6/3/0/1/2116301-169_closure_vr_ps3_040412.jpg
2592,Borderlands 2 Review,X360,"Monday, Sep 17, 2012 9:06pm",8.5,Great,https://www.gamespot.com/reviews/borderlands-2-review/1900-6396650/,462,5,https://www.gamespot.com/a/uploads/screen_petite/mig/1/4/4/5/2121445-169_borderlands_2_video_review_xbox360_091712_v1.jpg
2593,FTL: Faster Than Light Review,PC,"Monday, Sep 17, 2012 7:04pm",8,Great,https://www.gamespot.com/reviews/ftl-faster-than-light-review/1900-6396645/,0,15,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2594,Jet Set Radio Review,X360,"Monday, Sep 17, 2012 6:46pm",4.5,Poor,https://www.gamespot.com/reviews/jet-set-radio-review/1900-6396616/,0,17,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2595,Joe Danger 2: The Movie Review,X360,"Friday, Sep 14, 2012 5:53pm",8,Great,https://www.gamespot.com/reviews/joe-danger-2-the-movie-review/1900-6396543/,8,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2596,The Sims 3: Supernatural Review,PC,"Friday, Sep 14, 2012 5:45pm",7,Good,https://www.gamespot.com/reviews/the-sims-3-supernatural-review/1900-6396544/,11,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2597,Double Dragon: Neon Review,X360,"Wednesday, Sep 12, 2012 6:43pm",7,Good,https://www.gamespot.com/reviews/double-dragon-neon-review/1900-6396366/,0,0,https://www.gamespot.com/a/uploads/screen_petite/mig/1/2/8/7/2121287-169_double_dragon_neon_ps3_video_review_091212_gs2.jpg
2598,Double Dragon: Neon Review,PS3,"Wednesday, Sep 12, 2012 6:31pm",7,Good,https://www.gamespot.com/reviews/double-dragon-neon-review/1900-6396369/,0,4,https://www.gamespot.com/a/uploads/screen_petite/mig/1/2/8/7/2121287-169_double_dragon_neon_ps3_video_review_091212_gs2.jpg
2599,Tiny Troopers Review,PC,"Wednesday, Sep 12, 2012 5:35pm",5,Mediocre,https://www.gamespot.com/reviews/tiny-troopers-review/1900-6396355/,19,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2600,Tekken Tag Tournament 2 Review,PS3,"Tuesday, Sep 11, 2012 8:16pm",8.5,Great,https://www.gamespot.com/reviews/tekken-tag-tournament-2-review/1900-6396294/,114,20,https://www.gamespot.com/a/uploads/screen_petite/mig/1/2/4/4/2121244-169_tekken_tag_tournament_2_video_review_ps3_091112.jpg
2601,NHL 13 Review,X360,"Tuesday, Sep 11, 2012 7:19pm",8,Great,https://www.gamespot.com/reviews/nhl-13-review/1900-6396299/,78,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2602,NHL 13 Review,PS3,"Tuesday, Sep 11, 2012 7:19pm",8,Great,https://www.gamespot.com/reviews/nhl-13-review/1900-6396304/,1,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2603,Dark Souls: Prepare to Die Edition Review,PC,"Monday, Sep 10, 2012 7:36pm",9.5,Superb,https://www.gamespot.com/reviews/dark-souls-prepare-to-die-edition-review/1900-6396225/,698,23,https://www.gamespot.com/a/uploads/screen_petite/mig/1/2/0/0/2121200-169_darksouls_pc_video_review_091012_gs1.jpg
2604,They Bleed Pixels Review,PC,"Monday, Sep 10, 2012 5:59pm",7,Good,https://www.gamespot.com/reviews/they-bleed-pixels-review/1900-6396227/,2,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2605,Snapshot Review,PC,"Friday, Sep 7, 2012 5:19pm",7.5,Good,https://www.gamespot.com/reviews/snapshot-review/1900-6394866/,4,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2606,Anarchy Reigns Review,X360,"Friday, Sep 7, 2012 10:38am",7,Good,https://www.gamespot.com/reviews/anarchy-reigns-review/1900-6394599/,75,0,https://www.gamespot.com/a/uploads/screen_petite/mig/1/1/2/6/2121126-169_anarchyreigns_vr_090612_t2.jpg
2607,Kung Fu Strike: The Warrior's Rise Review,X360,"Friday, Sep 7, 2012 10:14am",7,Good,https://www.gamespot.com/reviews/kung-fu-strike-the-warriors-rise-review/1900-6391882/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2608,Way of the Samurai 4 Review,PS3,"Thursday, Sep 6, 2012 6:40pm",6,Fair,https://www.gamespot.com/reviews/way-of-the-samurai-4-review/1900-6394775/,29,5,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2609,Mass Effect 3: Leviathan Review,X360,"Friday, Aug 31, 2012 6:41pm",6,Fair,https://www.gamespot.com/reviews/mass-effect-3-leviathan-review/1900-6394378/,247,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2610,AVSEQ Review,PC,"Friday, Aug 31, 2012 3:15pm",6,Fair,https://www.gamespot.com/reviews/avseq-review/1900-6394392/,1,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2611,Tom Clancy's Ghost Recon Online Review,PC,"Thursday, Aug 30, 2012 6:54pm",7.5,Good,https://www.gamespot.com/reviews/tom-clancys-ghost-recon-online-review/1900-6394024/,25,15,https://www.gamespot.com/a/uploads/screen_petite/mig/0/9/9/4/2120994-169_ghost_recon_online_video_review_083012_m1.jpg
2612,Madden NFL 13 Review,VITA,"Thursday, Aug 30, 2012 4:49pm",5.5,Mediocre,https://www.gamespot.com/reviews/madden-nfl-13-review/1900-6394045/,11,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2613,The Walking Dead: Episode 3 - Long Road Ahead Review,PS3,"Thursday, Aug 30, 2012 2:51pm",8.5,Great,https://www.gamespot.com/reviews/the-walking-dead-episode-3-long-road-ahead-review/1900-6394022/,1,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2614,Galaxy on Fire 2 Review,PC,"Wednesday, Aug 29, 2012 5:46pm",6,Fair,https://www.gamespot.com/reviews/galaxy-on-fire-2-review/1900-6393911/,18,25,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2615,JoJo's Bizarre Adventure HD Ver. Review,X360,"Wednesday, Aug 29, 2012 2:59pm",7,Good,https://www.gamespot.com/reviews/jojos-bizarre-adventure-hd-ver-review/1900-6393768/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2616,JoJo's Bizarre Adventure HD Ver. Review,PS3,"Wednesday, Aug 29, 2012 2:58pm",7,Good,https://www.gamespot.com/reviews/jojos-bizarre-adventure-hd-ver-review/1900-6393769/,24,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2617,Madden NFL 13 Review,X360,"Tuesday, Aug 28, 2012 4:25pm",7.5,Good,https://www.gamespot.com/reviews/madden-nfl-13-review/1900-6393175/,0,0,https://www.gamespot.com/a/uploads/screen_petite/mig/0/8/4/0/2120840-169_madden_nfl_13_video_review_multi_082412_3yt.jpg
2618,Madden NFL 13 Review,PS3,"Tuesday, Aug 28, 2012 4:25pm",7.5,Good,https://www.gamespot.com/reviews/madden-nfl-13-review/1900-6393230/,88,0,https://www.gamespot.com/a/uploads/screen_petite/mig/0/8/4/0/2120840-169_madden_nfl_13_video_review_multi_082412_3yt.jpg
2619,Rock Band Blitz Review,X360,"Monday, Aug 27, 2012 6:42pm",7.5,Good,https://www.gamespot.com/reviews/rock-band-blitz-review/1900-6393337/,0,0,https://www.gamespot.com/a/uploads/screen_petite/mig/0/8/9/4/2120894-169_rock_band_blitz_video_review_xbox360_082412_2.jpg
2620,Bullet Run Review,PC,"Friday, Aug 24, 2012 4:50pm",5.5,Mediocre,https://www.gamespot.com/reviews/bullet-run-review/1900-6393228/,13,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2621,Unmechanical Review,PC,"Friday, Aug 24, 2012 4:15pm",7,Good,https://www.gamespot.com/reviews/unmechanical-review/1900-6393172/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2622,Transformers: Fall of Cybertron Review,PC,"Thursday, Aug 23, 2012 5:45pm",7,Good,https://www.gamespot.com/reviews/transformers-fall-of-cybertron-review/1900-6393173/,0,7,https://www.gamespot.com/a/uploads/screen_petite/mig/0/8/1/6/2120816-169_transformers_fall_cybertron_video_review_pc_082312_2.jpg
2623,Transformers: Fall of Cybertron Review,X360,"Tuesday, Aug 21, 2012 7:01pm",7,Good,https://www.gamespot.com/reviews/transformers-fall-of-cybertron-review/1900-6392313/,0,1,https://www.gamespot.com/a/uploads/screen_petite/mig/0/7/4/3/2120743-169_transformers_fall_cybertron_video_review_082012_1yt2.jpg
2624,Transformers: Fall of Cybertron Review,PS3,"Tuesday, Aug 21, 2012 7:00pm",6.5,Fair,https://www.gamespot.com/reviews/transformers-fall-of-cybertron-review/1900-6392358/,0,3,https://www.gamespot.com/a/uploads/screen_petite/mig/0/7/4/3/2120743-169_transformers_fall_cybertron_video_review_082012_1yt2.jpg
2625,Retro/Grade Review,PS3,"Monday, Aug 20, 2012 6:17pm",7,Good,https://www.gamespot.com/reviews/retro-grade-review/1900-6392282/,9,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2626,Legends of Pegasus Review,PC,"Friday, Aug 17, 2012 5:55pm",4,Poor,https://www.gamespot.com/reviews/legends-of-pegasus-review/1900-6392217/,30,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2627,Papo & Yo Review,PS3,"Tuesday, Aug 14, 2012 7:41pm",7.5,Good,https://www.gamespot.com/reviews/papo-and-yo-review/1900-6391563/,0,3,https://www.gamespot.com/a/uploads/screen_petite/mig/0/5/0/1/2120501-169_papa_in_yo_video_review_ps3_081412_1.jpg
2628,Symphony Review,PC,"Monday, Aug 13, 2012 6:27pm",8,Great,https://www.gamespot.com/reviews/symphony-review/1900-6391218/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2629,Death Rally Review,PC,"Monday, Aug 13, 2012 5:36pm",4,Poor,https://www.gamespot.com/reviews/death-rally-review/1900-6391167/,15,6,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2630,Hybrid Review,X360,"Friday, Aug 10, 2012 6:37pm",8,Great,https://www.gamespot.com/reviews/hybrid-review/1900-6391170/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2631,Rigonauts Review,PC,"Wednesday, Aug 8, 2012 6:16pm",6,Fair,https://www.gamespot.com/reviews/rigonauts-review/1900-6390812/,3,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2632,7554 Review,PC,"Tuesday, Aug 7, 2012 5:51pm",3.5,Bad,https://www.gamespot.com/reviews/7554-review/1900-6390752/,68,27,https://www.gamespot.com/a/uploads/screen_petite/mig/0/3/1/3/2120313-169_7554_video_review_pc_080712_m1.jpg
2633,Persona 4 Arena Review,PS3,"Tuesday, Aug 7, 2012 5:28pm",8,Great,https://www.gamespot.com/reviews/persona-4-arena-review/1900-6390686/,46,1,https://www.gamespot.com/a/uploads/screen_petite/mig/0/3/1/4/2120314-169_persona_4_arena_video_review_multi_080712_1.jpg
2634,Awesomenauts Review,PC,"Tuesday, Aug 7, 2012 5:22pm",8,Great,https://www.gamespot.com/reviews/awesomenauts-review/1900-6390745/,10,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2635,Persona 4 Arena Review,X360,"Tuesday, Aug 7, 2012 5:06pm",7,Good,https://www.gamespot.com/reviews/persona-4-arena-review/1900-6390685/,42,0,https://www.gamespot.com/a/uploads/screen_petite/mig/0/3/1/4/2120314-169_persona_4_arena_video_review_multi_080712_1.jpg
2636,Awesomenauts Review,X360,"Tuesday, Aug 7, 2012 4:40pm",8,Great,https://www.gamespot.com/reviews/awesomenauts-review/1900-6376463/,30,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2637,The Expendables 2 Review,PS3,"Monday, Aug 6, 2012 6:07pm",5.5,Mediocre,https://www.gamespot.com/reviews/the-expendables-2-review/1900-6390619/,18,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2638,The Political Machine 2012 Review,PC,"Friday, Aug 3, 2012 4:07pm",6,Fair,https://www.gamespot.com/reviews/the-political-machine-2012-review/1900-6390200/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2639,Orcs Must Die! 2 Review,PC,"Friday, Aug 3, 2012 3:28pm",8,Great,https://www.gamespot.com/reviews/orcs-must-die-2-review/1900-6390210/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2640,Growlanser: Wayfarer of Time Review,PSP,"Wednesday, Aug 1, 2012 6:48pm",6,Fair,https://www.gamespot.com/reviews/growlanser-wayfarer-of-time-review/1900-6389674/,137,1,https://www.gamespot.com/a/uploads/screen_petite/mig/0/1/9/6/2120196-169_growlanser_video_review_psp_073012_62.jpg
2641,Deadlight Review,X360,"Wednesday, Aug 1, 2012 5:55pm",6.5,Fair,https://www.gamespot.com/reviews/deadlight-review/1900-6389582/,0,0,https://www.gamespot.com/a/uploads/screen_petite/mig/0/1/1/2/2120112-169_deadlight_video_review_x360_073102_65.jpg
2642,Rainbow Moon Review,PS3,"Wednesday, Aug 1, 2012 5:51pm",6,Fair,https://www.gamespot.com/reviews/rainbow-moon-review/1900-6389684/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2643,Orc: Vengeance Review,IOS,"Tuesday, Jul 31, 2012 2:28am",7.5,Good,https://www.gamespot.com/reviews/orc-vengeance-review/1900-6388678/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2644,Kingdom Hearts 3D Review,3DS,"Friday, Jul 27, 2012 12:49pm",7,Good,https://www.gamespot.com/reviews/kingdom-hearts-3d-review/1900-6388531/,0,9,https://www.gamespot.com/a/uploads/screen_petite/mig/0/0/2/6/2120026-169_videoreview_kingdomhearts3D.jpg
2645,Prototype 2 Review,PC,"Wednesday, Jul 25, 2012 5:18pm",7.5,Good,https://www.gamespot.com/reviews/prototype-2-review/1900-6388543/,57,13,https://www.gamespot.com/a/uploads/screen_petite/mig/9/9/9/9/2119999-169_prototype_2_video_review_pc_072512_m1.jpg
2646,SpellForce 2: Faith in Destiny Review,PC,"Monday, Jul 23, 2012 6:49pm",5.5,Mediocre,https://www.gamespot.com/reviews/spellforce-2-faith-in-destiny-review/1900-6388338/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2647,Wreckateer Review,X360,"Monday, Jul 23, 2012 6:21pm",7,Good,https://www.gamespot.com/reviews/wreckateer-review/1900-6388340/,33,0,https://www.gamespot.com/a/uploads/screen_petite/mig/9/9/4/9/2119949-169_wreckateer_video_review_x360_072312_m1.jpg
2648,Heroes of Ruin Review,3DS,"Friday, Jul 20, 2012 9:50pm",6,Fair,https://www.gamespot.com/reviews/heroes-of-ruin-review/1900-6388177/,46,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2649,London 2012 Review,PS3,"Friday, Jul 20, 2012 6:05pm",6.5,Fair,https://www.gamespot.com/reviews/london-2012-review/1900-6387502/,6,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2650,London 2012 Review,X360,"Friday, Jul 20, 2012 6:03pm",6.5,Fair,https://www.gamespot.com/reviews/london-2012-review/1900-6387501/,24,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2651,Dyad Review,PS3,"Friday, Jul 20, 2012 5:39pm",8,Great,https://www.gamespot.com/reviews/dyad-review/1900-6388172/,20,0,https://www.gamespot.com/a/uploads/screen_petite/mig/9/9/2/3/2119923-169_dyad_video_review_ps3_072012_1.jpg
2652,Tony Hawk's Pro Skater HD Review,X360,"Friday, Jul 20, 2012 5:03pm",6,Fair,https://www.gamespot.com/reviews/tony-hawks-pro-skater-hd-review/1900-6388013/,0,1,https://www.gamespot.com/a/uploads/screen_petite/mig/9/9/2/1/2119921-169_tony_hawk_pro_hd_video_review_x360_072012_m1.jpg
2653,The Walking Dead: Episode 2 - Starved for Help Review,PC,"Thursday, Jul 19, 2012 6:29pm",8.5,Great,https://www.gamespot.com/reviews/the-walking-dead-episode-2-starved-for-help-review/1900-6387987/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2654,The Walking Dead: Episode 2 - Starved for Help Review,PS3,"Thursday, Jul 19, 2012 6:29pm",8.5,Great,https://www.gamespot.com/reviews/the-walking-dead-episode-2-starved-for-help-review/1900-6387992/,5,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2655,The Dark Eye: Chains of Satinav Review,PC,"Thursday, Jul 19, 2012 1:27pm",7.5,Good,https://www.gamespot.com/reviews/the-dark-eye-chains-of-satinav-review/1900-6387849/,0,6,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2656,Hoodwink Review,PC,"Thursday, Jul 19, 2012 9:39am",3,Bad,https://www.gamespot.com/reviews/hoodwink-review/1900-6387399/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
2657,Quantum Conundrum Review,X360,"Wednesday, Jul 18, 2012 6:05pm",7.5,Good,https://www.gamespot.com/reviews/quantum-conundrum-review/1900-6387813/,2,0,https://www.gamespot.com/a/uploads/screen_petite/mig/9/8/6/1/2119861-169_quantum_conundrum_video_review_multi_071812_2.jpg
2658,Quantum Conundrum Review,PS3,"Wednesday, Jul 18, 2012 6:05pm",7.5,Good,https://www.gamespot.com/reviews/quantum-conundrum-review/1900-6387817/,5,0,https://www.gamespot.com/a/uploads/screen_petite/mig/9/8/6/1/2119861-169_quantum_conundrum_video_review_multi_071812_2.jpg
