title,platform,review_date,critic_score,critic_score_text,url,comments,upvotes,img
Pro Evolution Soccer 2011 3D Review,3DS,"Friday, Mar 25, 2011 6:39pm",7,Good,/reviews/pro-evolution-soccer-2011-3d-review/1900-6305852/,0,15,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Super Street Fighter IV: 3D Edition Review,3DS,"Friday, Mar 25, 2011 6:16pm",8.5,Great,/reviews/super-street-fighter-iv-3d-edition-review/1900-6305819/,2,4,https://www.gamespot.com/a/uploads/screen_petite/mig/5/2/9/7/2105297-169_super_street_fighter_IV_3ds_video_review_032511_1.jpg
Super Monkey Ball 3D Review,3DS,"Friday, Mar 25, 2011 12:04pm",5,Mediocre,/reviews/super-monkey-ball-3d-review/1900-6304879/,2,1,https://www.gamespot.com/a/uploads/screen_petite/mig/5/2/7/1/2105271-169_super_monkey_ball_3d_3ds_video_review_032411.jpg
Lego Star Wars III: Attack of the Clones Review,3DS,"Friday, Mar 25, 2011 10:43am",6,Fair,/reviews/lego-star-wars-iii-attack-of-the-clones-review/1900-6305638/,2,2,https://www.gamespot.com/a/uploads/screen_petite/mig/5/2/7/3/2105273-169_star_wars_III_video_review_3ds_032411.jpg
Splinter Cell 3D Review,3DS,"Friday, Mar 25, 2011 10:43am",5.5,Mediocre,/reviews/splinter-cell-3d-review/1900-6305816/,3,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Steel Diver Review,3DS,"Friday, Mar 25, 2011 10:35am",4.5,Poor,/reviews/steel-diver-review/1900-6304521/,1,1,https://www.gamespot.com/a/uploads/screen_petite/mig/5/2/6/4/2105264-gsm_169_steel_diver_video_review_032511_320.jpg
Pilotwings Resort Review,3DS,"Friday, Mar 25, 2011 9:59am",6.5,Fair,/reviews/pilotwings-resort-review/1900-6305291/,2,4,https://www.gamespot.com/a/uploads/screen_petite/mig/5/2/7/2/2105272-169_pilotwings_resort_vr_3ds_032411.jpg
The 3rd Birthday Review,PSP,"Friday, Mar 25, 2011 9:05am",6,Fair,/reviews/the-3rd-birthday-review/1900-6305558/,3,5,https://www.gamespot.com/a/uploads/screen_petite/mig/5/2/6/5/2105265-169_third_birthday_psp_video_review_032411_1.jpg
Crysis 2 Review,PS3,"Thursday, Mar 24, 2011 5:37pm",8.5,Great,/reviews/crysis-2-review/1900-6305619/,10,9,https://www.gamespot.com/a/uploads/screen_petite/mig/5/1/7/9/2105179-169_crysis_2_video_review_xbox360_032111_1.jpg
Slam Bolt Scrappers Review,PS3,"Wednesday, Mar 23, 2011 6:23pm",6.5,Fair,/reviews/slam-bolt-scrappers-review/1900-6305297/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Crysis 2 Review,PC,"Wednesday, Mar 23, 2011 6:17pm",8.5,Great,/reviews/crysis-2-review/1900-6305347/,22,4,https://www.gamespot.com/a/uploads/screen_petite/mig/5/2/2/3/2105223-169_crysis_2_video_review_pc_032311_2.jpg
Top Spin 4 Review,PS3,"Wednesday, Mar 23, 2011 1:41pm",9,Superb,/reviews/top-spin-4-review/1900-6305154/,1,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Top Spin 4 Review,X360,"Wednesday, Mar 23, 2011 1:41pm",9,Superb,/reviews/top-spin-4-review/1900-6305156/,2,5,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Top Spin 4 Review,WII,"Wednesday, Mar 23, 2011 1:17pm",4,Poor,/reviews/top-spin-4-review/1900-6305302/,0,6,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Rift Review,PC,"Tuesday, Mar 22, 2011 6:14pm",8,Great,/reviews/rift-review/1900-6305134/,12,5,https://www.gamespot.com/a/uploads/screen_petite/mig/5/2/1/1/2105211-169_rift_video_review_pc_032211_1.jpg
Crysis 2 Review,X360,"Tuesday, Mar 22, 2011 9:00am",8.5,Great,/reviews/crysis-2-review/1900-6304982/,8,0,https://www.gamespot.com/a/uploads/screen_petite/mig/5/1/7/9/2105179-169_crysis_2_video_review_xbox360_032111_1.jpg
Yakuza 4 Review,PS3,"Monday, Mar 21, 2011 7:48pm",8,Great,/reviews/yakuza-4-review/1900-6305137/,4,8,https://www.gamespot.com/a/uploads/screen_petite/mig/5/1/7/8/2105178-169_yakuza4_vr_ps3_032111.jpg
Battle: Los Angeles Review,X360,"Monday, Mar 21, 2011 7:09pm",3,Bad,/reviews/battle-los-angeles-review/1900-6305135/,3,5,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Major League Baseball 2K11 Review,WII,"Monday, Mar 21, 2011 6:47pm",4.5,Poor,/reviews/major-league-baseball-2k11-review/1900-6305140/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
MotoGP 10/11 Review,PS3,"Friday, Mar 18, 2011 3:05pm",6,Fair,/reviews/motogp-10-11-review/1900-6304863/,2,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
MotoGP 10/11 Review,X360,"Friday, Mar 18, 2011 3:01pm",6,Fair,/reviews/motogp-10-11-review/1900-6304202/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Shogun 2: Total War Review,PC,"Thursday, Mar 17, 2011 6:09pm",9,Superb,/reviews/shogun-2-total-war-review/1900-6304519/,19,30,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Major League Baseball 2K11 Review,X360,"Thursday, Mar 17, 2011 6:08pm",7.5,Good,/reviews/major-league-baseball-2k11-review/1900-6304550/,2,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Major League Baseball 2K11 Review,PS3,"Thursday, Mar 17, 2011 6:08pm",7.5,Good,/reviews/major-league-baseball-2k11-review/1900-6304544/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Homefront Review,X360,"Tuesday, Mar 15, 2011 7:16pm",7,Good,/reviews/homefront-review/1900-6304035/,6,3,https://www.gamespot.com/a/uploads/screen_petite/mig/5/0/0/4/2105004-169_homefront_video_review_multi_031411_1.jpg
Homefront Review,PS3,"Tuesday, Mar 15, 2011 7:16pm",7,Good,/reviews/homefront-review/1900-6304059/,1,0,https://www.gamespot.com/a/uploads/screen_petite/mig/5/0/0/4/2105004-169_homefront_video_review_multi_031411_1.jpg
Homefront Review,PC,"Tuesday, Mar 15, 2011 7:16pm",7,Good,/reviews/homefront-review/1900-6304141/,8,4,https://www.gamespot.com/a/uploads/screen_petite/mig/5/0/0/4/2105004-169_homefront_video_review_multi_031411_1.jpg
MLB 11: The Show Review,PS3,"Tuesday, Mar 15, 2011 6:45pm",8,Great,/reviews/mlb-11-the-show-review/1900-6303326/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Trackmania: Build to Race Review,WII,"Tuesday, Mar 15, 2011 1:48pm",7,Good,/reviews/trackmania-build-to-race-review/1900-6303544/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Okamiden Review,DS,"Tuesday, Mar 15, 2011 10:30am",7.5,Good,/reviews/okamiden-review/1900-6303930/,0,0,https://www.gamespot.com/a/uploads/screen_petite/mig/5/0/1/1/2105011-169_okamiden_video_review_ds_031411.jpg
Dissidia 012: Duodecim Final Fantasy Review,PSP,"Tuesday, Mar 15, 2011 9:10am",8,Great,/reviews/dissidia-012-duodecim-final-fantasy-review/1900-6303615/,2,7,https://www.gamespot.com/a/uploads/screen_petite/mig/5/0/0/0/2105000-169_dissidia_duodecim_final_fantasy_video_review_psp_031411_1.jpg
Full House Poker Review,X360,"Monday, Mar 14, 2011 6:13pm",7.5,Good,/reviews/full-house-poker-review/1900-6303979/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Dragon Quest VI: Realms of Revelation Review,DS,"Monday, Mar 14, 2011 6:09pm",7.5,Good,/reviews/dragon-quest-vi-realms-of-revelation-review/1900-6303952/,2,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Back to the Future: The Game - Episode II: Get Tannen! Review,PC,"Tuesday, Mar 8, 2011 7:46pm",7.5,Good,/reviews/back-to-the-future-the-game-episode-ii-get-tannen-/1900-6302958/,1,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Dragon Age II Review,PC,"Tuesday, Mar 8, 2011 9:00am",8,Great,/reviews/dragon-age-ii-review/1900-6301579/,16,4,https://www.gamespot.com/a/uploads/screen_petite/mig/4/7/7/6/2104776-169_dragon_age_II_video_review_multi_030711_1.jpg
Dragon Age II Review,X360,"Tuesday, Mar 8, 2011 9:00am",8,Great,/reviews/dragon-age-ii-review/1900-6301777/,10,0,https://www.gamespot.com/a/uploads/screen_petite/mig/4/7/7/6/2104776-169_dragon_age_II_video_review_multi_030711_1.jpg
Dragon Age II Review,PS3,"Tuesday, Mar 8, 2011 9:00am",8,Great,/reviews/dragon-age-ii-review/1900-6301813/,9,8,https://www.gamespot.com/a/uploads/screen_petite/mig/4/7/7/6/2104776-169_dragon_age_II_video_review_multi_030711_1.jpg
"Warhammer 40,000: Dawn of War II - Retribution Review",PC,"Monday, Mar 7, 2011 5:29pm",8.5,Great,/reviews/warhammer-40000-dawn-of-war-ii-retribution-review/1900-6302667/,3,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Fable III: Traitor's Keep Quest Pack Review,X360,"Friday, Mar 4, 2011 5:49pm",7,Good,/reviews/fable-iii-traitors-keep-quest-pack-review/1900-6302343/,0,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Torchlight Review,X360,"Friday, Mar 4, 2011 4:58pm",8,Great,/reviews/torchlight-review/1900-6302340/,12,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Pokemon Black Review,DS,"Friday, Mar 4, 2011 11:05am",7.5,Good,/reviews/pokemon-black-review/1900-6301651/,8,10,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Pokemon White Review,DS,"Friday, Mar 4, 2011 11:05am",7.5,Good,/reviews/pokemon-white-review/1900-6302296/,13,9,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Rango: The Video Game Review,X360,"Thursday, Mar 3, 2011 6:31pm",7,Good,/reviews/rango-the-video-game-review/1900-6302235/,0,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Rango: The Video Game Review,PS3,"Thursday, Mar 3, 2011 6:31pm",7,Good,/reviews/rango-the-video-game-review/1900-6302242/,1,6,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Dead Space 2: Severed Review,X360,"Thursday, Mar 3, 2011 6:23pm",7,Good,/reviews/dead-space-2-severed-review/1900-6302193/,1,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Dead Space 2: Severed Review,PS3,"Thursday, Mar 3, 2011 6:23pm",7,Good,/reviews/dead-space-2-severed-review/1900-6302086/,2,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Cities in Motion Review,PC,"Wednesday, Mar 2, 2011 6:29pm",7.5,Good,/reviews/cities-in-motion-review/1900-6301612/,1,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Acceleration of Suguri X Edition Review,PS3,"Wednesday, Mar 2, 2011 6:27pm",7,Good,/reviews/acceleration-of-suguri-x-edition-review/1900-6301655/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Fight Night Round 4 Review,PS3,"Wednesday, Mar 2, 2011 9:43am",8,Great,/reviews/fight-night-round-4-review/1900-6212739/,0,1,https://www.gamespot.com/a/uploads/screen_petite/mig/3/1/0/7/2093107-169_fightnight_round_4_video_review_062909.jpg
PixelJunk Shooter 2 Review,PS3,"Tuesday, Mar 1, 2011 6:33pm",7.5,Good,/reviews/pixeljunk-shooter-2-review/1900-6301490/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Hyperdimension Neptunia Review,PS3,"Tuesday, Mar 1, 2011 6:33pm",3,Bad,/reviews/hyperdimension-neptunia-review/1900-6301469/,15,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Fallout: New Vegas - Dead Money Review,PS3,"Tuesday, Mar 1, 2011 5:47pm",6.5,Fair,/reviews/fallout-new-vegas-dead-money-review/1900-6301370/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Fight Night Champion Review,X360,"Tuesday, Mar 1, 2011 5:10pm",8.5,Great,/reviews/fight-night-champion-review/1900-6301478/,5,4,https://www.gamespot.com/a/uploads/screen_petite/mig/4/5/5/3/2104553-169_fight_night_champion_video_review_multi_030111_1.jpg
Fight Night Champion Review,PS3,"Tuesday, Mar 1, 2011 5:10pm",8.5,Great,/reviews/fight-night-champion-review/1900-6301493/,1,7,https://www.gamespot.com/a/uploads/screen_petite/mig/4/5/5/3/2104553-169_fight_night_champion_video_review_multi_030111_1.jpg
PixelJunk Shooter Review,PS3,"Tuesday, Mar 1, 2011 3:36pm",8,Great,/reviews/pixeljunk-shooter-review/1900-6243534/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Gray Matter Review,PC,"Tuesday, Mar 1, 2011 11:33am",7,Good,/reviews/gray-matter-review/1900-6301045/,3,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Gray Matter Review,X360,"Tuesday, Mar 1, 2011 11:32am",6.5,Fair,/reviews/gray-matter-review/1900-6301044/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Knights Contract Review,PS3,"Monday, Feb 28, 2011 7:41pm",6.5,Fair,/reviews/knights-contract-review/1900-6301250/,1,0,https://www.gamespot.com/a/uploads/screen_petite/mig/4/5/3/0/2104530-169_knights_contract_video_review_022811_1.jpg
Knights Contract Review,X360,"Monday, Feb 28, 2011 7:41pm",6.5,Fair,/reviews/knights-contract-review/1900-6301295/,0,2,https://www.gamespot.com/a/uploads/screen_petite/mig/4/5/3/0/2104530-169_knights_contract_video_review_022811_1.jpg
Gods Eater Burst Review,PSP,"Monday, Feb 28, 2011 11:51am",7.5,Good,/reviews/gods-eater-burst-review/1900-6299649/,0,6,https://www.gamespot.com/a/uploads/screen_petite/mig/4/4/7/8/2104478-169_gods_eater_burst_psp_video_review_0222511_1.jpg
de Blob 2 Review,DS,"Friday, Feb 25, 2011 6:48pm",7.5,Good,/reviews/de-blob-2-review/1900-6301058/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
de Blob 2 Review,WII,"Friday, Feb 25, 2011 5:41pm",7,Good,/reviews/de-blob-2-review/1900-6300694/,0,1,https://www.gamespot.com/a/uploads/screen_petite/mig/4/4/0/4/2104404-169_de_blob_2_video_review_multi_022311_2.jpg
de Blob 2 Review,PS3,"Wednesday, Feb 23, 2011 6:49pm",7,Good,/reviews/de-blob-2-review/1900-6300434/,0,0,https://www.gamespot.com/a/uploads/screen_petite/mig/4/4/0/4/2104404-169_de_blob_2_video_review_multi_022311_2.jpg
de Blob 2 Review,X360,"Wednesday, Feb 23, 2011 6:48pm",7,Good,/reviews/de-blob-2-review/1900-6300422/,0,0,https://www.gamespot.com/a/uploads/screen_petite/mig/4/4/0/4/2104404-169_de_blob_2_video_review_multi_022311_2.jpg
Fallout: New Vegas - Dead Money Review,PC,"Wednesday, Feb 23, 2011 5:44pm",6.5,Fair,/reviews/fallout-new-vegas-dead-money-review/1900-6300355/,3,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Bulletstorm Review,PS3,"Tuesday, Feb 22, 2011 10:14pm",8,Great,/reviews/bulletstorm-review/1900-6300184/,6,5,https://www.gamespot.com/a/uploads/screen_petite/mig/4/3/6/4/2104364-gsm_169_bulletstorm_vr_ps3_pc_xbox_360_022211_320.jpg
Bulletstorm Review,X360,"Tuesday, Feb 22, 2011 10:14pm",8,Great,/reviews/bulletstorm-review/1900-6300185/,6,2,https://www.gamespot.com/a/uploads/screen_petite/mig/4/3/6/4/2104364-gsm_169_bulletstorm_vr_ps3_pc_xbox_360_022211_320.jpg
Bulletstorm Review,PC,"Tuesday, Feb 22, 2011 10:14pm",8,Great,/reviews/bulletstorm-review/1900-6300186/,5,5,https://www.gamespot.com/a/uploads/screen_petite/mig/4/3/6/4/2104364-gsm_169_bulletstorm_vr_ps3_pc_xbox_360_022211_320.jpg
Radiant Historia Review,DS,"Tuesday, Feb 22, 2011 7:27pm",8,Great,/reviews/radiant-historia-review/1900-6300346/,6,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Trinity: Souls of Zill O'll Review,PS3,"Friday, Feb 18, 2011 5:48pm",6.5,Fair,/reviews/trinity-souls-of-zill-oll-review/1900-6300064/,0,1,https://www.gamespot.com/a/uploads/screen_petite/mig/4/3/3/4/2104334-169_trinity_souls_video_review_ps3_021611.jpg
Tales from Space: About a Blob Review,PS3,"Thursday, Feb 17, 2011 5:07pm",6.5,Fair,/reviews/tales-from-space-about-a-blob-review/1900-6299825/,1,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Lord of Arcana Review,PSP,"Tuesday, Feb 15, 2011 6:52pm",4.5,Poor,/reviews/lord-of-arcana-review/1900-6299225/,0,8,https://www.gamespot.com/a/uploads/screen_petite/mig/4/2/3/1/2104231-169_lord_of_arcana_vr_psp_021511.jpg
TNT Racers Review,X360,"Tuesday, Feb 15, 2011 5:56pm",7,Good,/reviews/tnt-racers-review/1900-6298915/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Test Drive Unlimited 2 Review,X360,"Tuesday, Feb 15, 2011 3:52am",7,Good,/reviews/test-drive-unlimited-2-review/1900-6298777/,0,13,https://www.gamespot.com/a/uploads/screen_petite/mig/4/1/8/0/2104180-169_test_drive_unlimited_2_video_review_xbox360_021111_1.jpg
Marvel vs. Capcom 3: Fate of Two Worlds Review,X360,"Monday, Feb 14, 2011 6:10pm",8.5,Great,/reviews/marvel-vs-capcom-3-fate-of-two-worlds-review/1900-6298805/,0,2,https://www.gamespot.com/a/uploads/screen_petite/mig/4/2/0/8/2104208-169_marvel_vs_capcom_3_video_review_multi_021411_1.jpg
Marvel vs. Capcom 3: Fate of Two Worlds Review,PS3,"Monday, Feb 14, 2011 6:10pm",8.5,Great,/reviews/marvel-vs-capcom-3-fate-of-two-worlds-review/1900-6298807/,0,1,https://www.gamespot.com/a/uploads/screen_petite/mig/4/2/0/8/2104208-169_marvel_vs_capcom_3_video_review_multi_021411_1.jpg
Hard Corps: Uprising Review,X360,"Monday, Feb 14, 2011 5:54pm",7,Good,/reviews/hard-corps-uprising-review/1900-6298912/,3,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Explodemon Review,PS3,"Monday, Feb 14, 2011 5:50pm",7,Good,/reviews/explodemon-review/1900-6298897/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Body and Brain Connection Review,X360,"Friday, Feb 11, 2011 7:08pm",6,Fair,/reviews/body-and-brain-connection-review/1900-6298799/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Tactics Ogre Review,PSP,"Friday, Feb 11, 2011 6:04pm",9,Superb,/reviews/tactics-ogre-review/1900-6298468/,6,10,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
You Don't Know Jack (2011) Review,PC,"Wednesday, Feb 9, 2011 6:25pm",7,Good,/reviews/you-dont-know-jack-2011-review/1900-6298357/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
You Don't Know Jack Review,WII,"Wednesday, Feb 9, 2011 6:24pm",8,Great,/reviews/you-dont-know-jack-review/1900-6298365/,0,0,https://www.gamespot.com/a/uploads/screen_petite/mig/4/1/2/4/2104124-169_you_dont_know_jack_vr_wii_020911.jpg
You Don't Know Jack Review,PS3,"Wednesday, Feb 9, 2011 6:23pm",8,Great,/reviews/you-dont-know-jack-review/1900-6298358/,0,0,https://www.gamespot.com/a/uploads/screen_petite/mig/4/0/8/6/2104086-169_you_dont_know_jack_vr_xbox360_020811.jpg
You Don't Know Jack Review,X360,"Wednesday, Feb 9, 2011 6:21pm",8,Great,/reviews/you-dont-know-jack-review/1900-6298181/,0,0,https://www.gamespot.com/a/uploads/screen_petite/mig/4/0/8/6/2104086-169_you_dont_know_jack_vr_xbox360_020811.jpg
Stacking Review,PS3,"Wednesday, Feb 9, 2011 6:10pm",8,Great,/reviews/stacking-review/1900-6298353/,0,0,https://www.gamespot.com/a/uploads/screen_petite/mig/4/0/8/9/2104089-169_stacking_video_review_x360_020811_1.jpg
Stacking Review,X360,"Tuesday, Feb 8, 2011 6:30pm",8,Great,/reviews/stacking-review/1900-6298168/,1,0,https://www.gamespot.com/a/uploads/screen_petite/mig/4/0/8/9/2104089-169_stacking_video_review_x360_020811_1.jpg
Mario Sports Mix Review,WII,"Tuesday, Feb 8, 2011 5:48pm",4,Poor,/reviews/mario-sports-mix-review/1900-6298203/,2,0,https://www.gamespot.com/a/uploads/screen_petite/mig/4/0/8/5/2104085-gsm_169_mario_sports_mix_video_review_wii_020811_320.jpg
Naruto Shippuden: Shinobi Rumble Review,DS,"Tuesday, Feb 8, 2011 5:37pm",4.5,Poor,/reviews/naruto-shippuden-shinobi-rumble/1900-6298156/,0,6,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Dungeons Review,PC,"Monday, Feb 7, 2011 5:55pm",5,Mediocre,/reviews/dungeons-review/1900-6297349/,1,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Bionic Commando Rearmed 2 Review,PS3,"Thursday, Feb 3, 2011 5:33pm",5,Mediocre,/reviews/bionic-commando-rearmed-2-review/1900-6297461/,0,0,https://www.gamespot.com/a/uploads/screen_petite/mig/3/9/8/6/2103986-169_bionic_commando_rearmed_2_video_review_020311_1.jpg
Bionic Commando Rearmed 2 Review,X360,"Thursday, Feb 3, 2011 5:33pm",5,Mediocre,/reviews/bionic-commando-rearmed-2-review/1900-6297491/,0,0,https://www.gamespot.com/a/uploads/screen_petite/mig/3/9/8/6/2103986-169_bionic_commando_rearmed_2_video_review_020311_1.jpg
Majesty 2: Monster Kingdom Review,PC,"Thursday, Feb 3, 2011 10:16am",7,Good,/reviews/majesty-2-monster-kingdom-review/1900-6297348/,0,6,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Killzone 3 Review,PS3,"Thursday, Feb 3, 2011 9:00am",8.5,Great,/reviews/killzone-3-review/1900-6297405/,8,2,https://www.gamespot.com/a/uploads/screen_petite/mig/3/9/5/7/2103957-169_killzone_3_video_review_ps3_020211_1.jpg
Two Worlds II Review,PS3,"Wednesday, Feb 2, 2011 6:17pm",7,Good,/reviews/two-worlds-ii-review/1900-6297374/,0,7,https://www.gamespot.com/a/uploads/screen_petite/mig/3/9/2/1/2103921-169_two_worlds_II_video_review_multi_020111_1.jpg
Jolly Rover Review,PC,"Wednesday, Feb 2, 2011 3:51pm",7.5,Good,/reviews/jolly-rover-review/1900-6297119/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Two Worlds II Review,PC,"Tuesday, Feb 1, 2011 6:12pm",7.5,Good,/reviews/two-worlds-ii-review/1900-6297112/,2,3,https://www.gamespot.com/a/uploads/screen_petite/mig/3/9/2/1/2103921-169_two_worlds_II_video_review_multi_020111_1.jpg
Two Worlds II Review,X360,"Tuesday, Feb 1, 2011 6:12pm",7,Good,/reviews/two-worlds-ii-review/1900-6297099/,8,6,https://www.gamespot.com/a/uploads/screen_petite/mig/3/9/2/1/2103921-169_two_worlds_II_video_review_multi_020111_1.jpg
Magicka Review,PC,"Tuesday, Feb 1, 2011 5:47pm",7,Good,/reviews/magicka-review/1900-6297088/,8,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Breach Review,PC,"Monday, Jan 31, 2011 6:54pm",6.5,Fair,/reviews/breach-review/1900-6297064/,1,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Breach Review,X360,"Monday, Jan 31, 2011 6:54pm",6,Fair,/reviews/breach-review/1900-6297068/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Monday Night Combat Review,PC,"Monday, Jan 31, 2011 5:57pm",8,Great,/reviews/monday-night-combat-review/1900-6296969/,1,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Emergency 2012 Review,PC,"Monday, Jan 31, 2011 4:57pm",4,Poor,/reviews/emergency-2012-review/1900-6294573/,0,7,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Monday Night Combat Review,X360,"Monday, Jan 31, 2011 11:47am",8,Great,/reviews/monday-night-combat-review/1900-6273463/,0,0,https://www.gamespot.com/a/uploads/screen_petite/mig/0/2/9/1/2100291-169_monday_night_combat_vr_xbox_360_081310.jpg
Venetica Review,PC,"Friday, Jan 28, 2011 6:17pm",6,Fair,/reviews/venetica-review/1900-6295639/,3,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Dead Space 2 Review,PC,"Thursday, Jan 27, 2011 6:21pm",8.5,Great,/reviews/dead-space-2-review/1900-6288148/,3,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Mindjack Review,X360,"Thursday, Jan 27, 2011 6:09pm",5,Mediocre,/reviews/mindjack-review/1900-6287625/,0,1,https://www.gamespot.com/a/uploads/screen_petite/mig/3/8/2/9/2103829-169_mindjack_video_review_multi_012711_1.jpg
Mindjack Review,PS3,"Thursday, Jan 27, 2011 6:09pm",5,Mediocre,/reviews/mindjack-review/1900-6287546/,4,0,https://www.gamespot.com/a/uploads/screen_petite/mig/3/8/2/9/2103829-169_mindjack_video_review_multi_012711_1.jpg
Venetica Review,PS3,"Wednesday, Jan 26, 2011 5:52pm",5,Mediocre,/reviews/venetica-review/1900-6287010/,0,5,https://www.gamespot.com/a/uploads/screen_petite/mig/3/7/7/1/2103771-169_venetica_video_review_012611_3.jpg
Venetica Review,X360,"Wednesday, Jan 26, 2011 5:52pm",5,Mediocre,/reviews/venetica-review/1900-6286993/,0,0,https://www.gamespot.com/a/uploads/screen_petite/mig/3/7/7/1/2103771-169_venetica_video_review_012611_3.jpg
